sku;categories;enabled;erp_artikelomschrijving;erp_brutoprijs-EUR;erp_btwcode;erp_eancode;erp_eenheid_verkoopaantal;erp_extra_artikelinformatie;erp_gewicht;erp_gewicht-unit;erp_merk;erp_vervangend_artikel;erp_voorlopend_artikelnummer_1;erp_voorlopend_artikelnummer_2;erp_voorlopend_artikelnummer_3;erp_voorlopend_artikelnummer_4;family;pim_aansluiting_hart_op_hart;pim_aansluiting_hart_op_hart-unit;pim_aantal_aandrijfschakels;pim_aantal_bewegingen_min;pim_aantal_in_machine;pim_aantal_lagen;pim_aantal_tanden;pim_accuduur_boost_snelheid;pim_accuduur_hoge_snelheid;pim_accuduur_lage_snelheid;pim_accuspanning;pim_accuspanning-unit;pim_afmetingen;pim_artikelnaam;pim_artikelstatus;pim_asgat;pim_asgat-unit;pim_bandenmaat;pim_binnendoorsnee_band;pim_binnendoorsnee_band-unit;pim_blaaspijpen;pim_blaaspijpen-unit;pim_bladaansluiting;pim_bladbreedte;pim_bladbreedte-unit;pim_bladlengte_cm;pim_bladmodel;pim_bladpuntbescherming;pim_blad_dikte_mm;pim_blad_dikte_mm-unit;pim_breedte;pim_breedte-unit;pim_buitendoorsnee_band;pim_buitendoorsnee_band-unit;pim_capaciteit;pim_centreergaten;pim_centreergaten-unit;pim_diameter;pim_diameter-unit;pim_diepte;pim_diepte-unit;pim_dikte;pim_dikte-unit;pim_dikte_aandrijfschakel;pim_dikte_aandrijfschakel-unit;pim_draaddiameter;pim_draaddoorvoer;pim_draaibare_handgreep;pim_draaiing;pim_draairichting;pim_ergonomische_stuurbeugel;pim_functies;pim_gebruiksduur;pim_gebruikstoepassing;pim_geluidsniveau;pim_geluidsniveau-unit;pim_geluidsniveau_in_gebruik;pim_geluidsniveau_in_gebruik-unit;pim_geluidsvermogen;pim_geluidsvermogen-unit;pim_geschikt_voor;pim_geschikt_voor_merk;pim_geschikt_voor_type;pim_gewicht;pim_gewicht_met_accu;pim_gewicht_met_accu-unit;pim_gewicht_zonder_accu;pim_gewicht_zonder_accu-unit;pim_groefbreedte;pim_groefbreedte-unit;pim_handgreephoogtes;pim_highvisibility;pim_hoogte;pim_hoogte-unit;pim_inhoud_opvangbak;pim_inhoud_opvangbak-unit;pim_instelbare_maaihoogte;pim_inwendige_schakelbreedte;pim_inwendige_schakelbreedte-unit;pim_kettinggeleider;pim_kettingsnelheid;pim_kettingsnelheid-unit;pim_kettingsteek;pim_kettingtype;pim_klasse;pim_kleur;pim_kleur_montuur;pim_lengte;pim_lengte-unit;pim_luchtdebiet;pim_luchtsnelheid;pim_luchtsnelheid-unit;pim_maaibereik;pim_maaibereik-unit;pim_maaibreedte_cm;pim_maat;pim_materiaal;pim_materiaal_van_maaidek;pim_max_takdikte;pim_max_takdikte-unit;pim_meegeleverd-nl_NL-sdl;pim_merknaam;pim_mesopening;pim_mesopening-unit;pim_mestype;pim_met_accu_lader;pim_minimale_bestelhoeveelheid;pim_motortype;pim_niet_meegeleverd-nl_NL-sdl;pim_noodstop;pim_normering;pim_onbelaste_snelheid;pim_oplaadtijd;pim_oplaadtijd-unit;pim_opvangzak;pim_opvangzak-unit;pim_opvangzak_achter;pim_opvangzak_achter-unit;pim_parkeerrem;pim_reflecterende_strepen;pim_rollengte;pim_rollengte-unit;pim_schakellengte;pim_schakellengte-unit;pim_schoepenwiel;pim_schoepenwiel-unit;pim_serie;pim_snelheid;pim_snelheidsinstelling;pim_snelheidsregeling;pim_snijcapaciteit;pim_snijhoogte;pim_snr_waarde;pim_snr_waarde-unit;pim_soft_start;pim_soort_ketting;pim_stof;pim_tandafstand_van_mes;pim_tandafstand_van_mes-unit;pim_toerental;pim_totale_lengte;pim_totale_lengte-unit;pim_transmissie;pim_transportwielen;pim_trillingen;pim_type;pim_uitvoering;pim_veiligheidsklasse;pim_ventury_jet;pim_vermogen;pim_verpakking;pim_verpakt_per;pim_verstelbare_blaasrichting;pim_voor_maaidraad_rond;pim_voor_maaidraad_stervormig;pim_voor_maaidraad_tot;pim_voor_maaidraad_vierkant;pim_voor_maaikop;pim_voor_type;pim_vorm;pim_waterafstotend;pim_werkbreedte;pim_werkbreedte-unit;pim_werkbreedte_min_max;pim_werking_van_messen;pim_wielaandrijving;pim_wijze_van_aandrijving;pim_zelfrijsnelheid;pim_zelfrijsnelheid-unit;pim_zoekwoorden;product_documents;product_document_1;product_document_2;product_document_3;product_document_4;product_document_5;product_document_6;product_document_7;product_document_8;product_document_9;product_document_10;product_images;product_image_1;product_image_2;product_image_3;product_image_4;product_image_5;product_image_6;product_image_7;product_image_8;product_image_9;product_image_10;product_video_1;SUBSTITUTION-groups;SUBSTITUTION-products;SUBSTITUTION-product_models;UPSELL-groups;UPSELL-products;UPSELL-product_models;X_SELL-groups;X_SELL-products;X_SELL-product_models
20100857;alle_producten,be10005005,dl_ego,ego10005005,sdl10005005,tmc10005005;1;Ego bladblazer lb7650e;230.57;2;01509211000056;1;;0;KILOGRAM;Ego;;;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;bladblazer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LB7650E;;;;;;;;;;;;;;;;;;;;;accugedreven;;;;;;;;;;;;;;;;files/20100857/product_image_1/LB7650E (1).png;;;;;;;;;;;;;;;;;;;
20100858;alle_producten,be15035020,dl_ego,ego15040010,sdl15035020,tmc15035020;1;Ego accu ba6720t 12 ah 56 volt accu;528.09;2;01509211000063;1;;0;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;accu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA6720T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100858/product_image_1/BA6720T _1.png;files/20100858/product_image_2/BA6720T _2.png;;;;;;;;;;;;;;;;;;
20100859;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego accu laadbox chu6000;495.04;2;01509211000070;1;;0;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;snellader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHU6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100859/product_image_1/CHU6000_Laadbox_open.png;files/20100859/product_image_2/CHU6000_Laadbox_dicht.png;;;;;;;;;;;;;;;;;;
20100860;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego accu laadbox kit (laadbox+chv1600e lader);660.33;2;01509211000087;1;;0;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;laadbox;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHU6000-K0004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100860/product_image_1/CHU6000-k0004.png;files/20100860/product_image_2/CHV1600_super_lader.png;;;;;;;;;;;;;;;;;;
28700221;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego laad adapter aca1000;114.87;2;01509211000094;1;;0;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700221/product_image_1/ACA1000 1-min.png;;;;;;;;;;;;;;;;;;;
20100840;alle_producten,be10040000,dl_ego,sdl10040025,tmc10040025;1;Ego zitmaaier z6 (incl. 5 ah & 10 ah accu );4131.40;2;02080000430210;1;;186;KILOGRAM;Ego;;;;;;maaimachines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;DECIBEL;96;DECIBEL;;;;;;;;;;;;;twee_door_gebruiker_aan_te_passen;;;;;;;;;;;;;;;;;;;;;;;;107_cm;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100840/product_image_1/zero turn zijkant.jpg;files/20100840/product_image_2/zero turn zijaanzicht.jpg;files/20100840/product_image_3/zero turn voorkant.jpg;;;;;;;;;;;;;;;;;
28700161;alle_producten,be10087500,sdl30035000;1;Ego ab2102d-e = 3707130002 mes;33.05;2;02080000430715;1;;0.001;KILOGRAM;Ego;;28700183;;;;originele_onderdelen_onze_belangrijkste_merken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20100100;alle_producten,be15040010,dl_ego,ego15040010,sdl15040010,tmc15040010;1;Ego accu cba0240 t.b.v buxusschaar;23.96;2;02080000398893;1;;0.195;KILOGRAM;Ego;;Cba0240;;;;accus_en_laders;;;;;;;;;;;;;;batterij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CBA0240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100100/product_image_1/cba0240.jpg;;;;;;;;;;;;;;;20100102,20100545;;;20100102,20100545;
20100105;alle_producten,be15040010,dl_ego,ego15040010,sdl15040010,tmc15040010;1;Ego accu ba4200t 7,5 ah 56 volt accu 0400150002;329.75;2;02080000401524;1;;2.90;KILOGRAM;Ego;;20100027;;;;accus_en_laders;;;;;;;;;;;;;;accu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA4200T;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100105/product_document_1/All Battery _manual_142.5mmx210mm_EU.pdf;files/20100105/product_document_2/Li-ion battery pack _Li-ion batteries_ BA4200 56v 7.5Ah 420Wh_Chervon - GHS EU Annex II _Reg 453_2010_CLP V4.6 - IREnglish _GB_.pdf;;;;;;;;;;files/20100105/product_image_1/20100105-1.jpg;files/20100105/product_image_2/20100105-2.jpg;files/20100105/product_image_3/20100105-3.jpg;;;;;;;;https://youtu.be/PWiqgmr1ngg;;;;;20100106,20100629,20100720;;;20100009,28700152;
20100106;alle_producten,be15040010,dl_ego,ego15040010,sdl15040010,tmc15040010;1;Ego accu ba2800t 5,0 ah 56 volt accu 0400151002;222.31;2;02080000401548;1;;2.20;KILOGRAM;Ego;;20100026;;;;accus_en_laders;;;;;;;;;;;;;;accu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA2800T;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100106/product_document_1/All Battery _manual_142.5mmx210mm_EU.pdf;files/20100106/product_document_2/Li-ion battery pack _Li-ion batteries_ BA2800 56v 5.0Ah 280Wh_Chervon - GHS EU Annex II _Reg 453_2010_CLP V4.6 - IREnglish _GB_.pdf;;;;;;;;;;files/20100106/product_image_1/20100106-1.jpg;;;;;;;;;;https://youtu.be/PWiqgmr1ngg;;;;;20100066,20100105,20100720;;;20100009,28700152;
20100595;alle_producten,be15040010,dl_ego,ego15040010,sdl15040010,tmc15040010;1;Ego accu ba1400t 2,5 ah 56 volt accu model 2019;110.74;2;02080000392259;1;;1.30;KILOGRAM;Ego;;20100585;;;;accus_en_laders;;;;;;;;;;;;;;accu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA1400T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100595/product_image_1/20100595-1.jpg;files/20100595/product_image_2/20100595-2.jpg;;;;;;;;;https://youtu.be/PWiqgmr1ngg;;;;;20100008,20100105,20100106;;;20100008,20100009,28700152;
20100066;alle_producten,be15001600,be15040010,dl_ego,ego15001600,ego15040010,sdl15040010,tmc15040010;1;Ego rug accu bax1300 0340169179;949.59;2;04260529580018;1;;7.80;KILOGRAM;Ego;;;;;;accus_en_laders;;;;;;;;;;;;;;rugaccu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BAX1300;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100066/product_document_2/SDS_Backpack battery pack BAX1300-EN.pdf;;;;;;;;;;files/20100066/product_image_1/20100066-1.jpg;;;;;;;;;;;;;;;20100084,20100085,20100096;;;20100078;
20100084;alle_producten,be15001600,be15040010,dl_ego,ego15001600,ego15040010,sdl15040010,tmc15040010;1;Ego rug accu bax1501 kit;1156.19;2;02080000313957;1;;10.30;KILOGRAM;Ego;;Bax1501;;;;accus_en_laders;;;;;;;;;;;;;;rugaccu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BAX1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100084/product_image_1/20100084-1.jpg;files/20100084/product_image_2/20100084-2.jpg;;;;;;;;;;;;;;28700099,28700108,28700109;;;28700099,28700108,28700109;
20100086;alle_producten,be15001600,be15035020,dl_ego,ego15001600,ego15035020,sdl15035020,tmc15035020;1;Ego snellader chx5500e 56 volt;123.14;2;06924969112427;1;;1.50;KILOGRAM;Ego;;Chx5500e;;;;accus_en_laders;;;;;;;;;;;;;;snellader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CHX5500E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100086/product_image_1/20100086-1.jpg;files/20100086/product_image_2/20100086-2.jpg;files/20100086/product_image_3/20100086-3.jpg;files/20100086/product_image_4/20100086-4.jpg;;;;;;;;;;;;;;;28700109;
20100009;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego snellader ch5500e 56 volt 0220095016;81.81;2;06924969109243;1;;2.10;KILOGRAM;Ego;;Ch5500e;;;;accus_en_laders;;;;;;;;;;;;;;snellader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CH5500E;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100009/product_document_1/CH5500E_EGO_Charger_manual_142.5mmx210mm_EU.pdf;;;;;;;;;;;files/20100009/product_image_1/20100009-1.jpg;;;;;;;;;;;;;;;;;;;
20100008;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego standaard lader ch2100e 56 volt 0220094013;48.76;2;06924969109250;1;;1.20;KILOGRAM;Ego;;Ch2100e;;;;accus_en_laders;;;;;;;;;;;;;;lader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;semi_professioneel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CH2100E;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100008/product_document_1/CH2100E_EGO_Charger_manual_142.5mmx210mm_EU.pdf;;;;;;;;;;;files/20100008/product_image_1/20100008-1.jpg;;;;;;;;;;;;;;;20100008;;;;
20100102;alle_producten,be15035020,dl_ego,ego15035020,sdl15035020,tmc15035020;1;Ego lader cch0450e t.b.v buxusschaar;23.96;2;02080000398909;1;;0.28;KILOGRAM;Ego;;Cch0450e;;;;accus_en_laders;;;;;;;;;;;;;;lader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CCH0450E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/20100102/product_image_1/cch0450e.jpg;;;;;;;;;;;;;;;20100100,20100545;;;20100100,20100545;
20100004;alle_producten,be10025000,dl_ego,ego10025000,sdl10025000,tmc10025000;1;Ego kettingzaag cs1400e;205.78;2;06924969106754;1;;3.76;KILOGRAM;Ego;;Cs1400e;;;;snoeien_en_zagen;;;;;;;;;;;;;;kettingzaag;;;;;;;;;;;;35_cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;Particulier;86;DECIBEL;100;DECIBEL;;;;;;0 - 10 kg;;;3.70;GRAM;;;;;;;;;;;;ag1400;12;METER_PER_SECOND;;ac1400;;;;;;;;;;;;;;;;;;ego;;;;0;;borstelloos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CS1400E;;;;;;;;;;;;;;;;50;MILLIMETER;;;;accugedreven;;;;;files/20100004/product_document_1/CS1400E CS1600E_EGO 56V cordless chain saw_manual_142.5mmx210mm_EU.pdf;;;;;;;;;;;files/20100004/product_image_1/20100004-1.jpg;;;;;;;;;;;;;;;20100025,20100572,20100750;;;20100008,20100595,28700020,28700030,28700031;
28700082;alle_producten,be15001500,be30150525,dl_ego,ego15001500,sdl30015005,tmc30015005;1;EGO KETTING AC1000-AC1001 tbv PSA1000 0340169196 (90PX040);14.04;2;06924969111246;1;90px040e;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;zaagketting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AC1000;;;;;;;;;;;;;;;;;;;;;;;;ac1001;;;;;;;;;;;;;files/28700082/product_image_1/28700082-1.jpg;;;;;;;;;;;;;;;20100060,20100064,20100089;;;;
28700045;alle_producten,be10005006,dl_ego,ego10005006,sdl10005025,tmc10005025;1;Ego schouderriem ap4800 lb4800e;10.73;2;06924969107386;1;;0;KILOGRAM;Ego;;;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;schouderriem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;AP4800;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700045/product_image_1/28700045-1.jpg;;;;;;;;;;;;;;;28700088,28700093;;;28700088,28700093;
28700040;alle_producten,be10040015,dl_ego,ego10040015,sdl10005025,tmc10005025;1;Ego schouderriem ap1500 0340164398 met klembeugel;10.73;2;06924969107409;1;St1210, st1300,st1500e st1500e-f lb5300, lb5600 kan ook leveren 28700045;0;KILOGRAM;Ego;;;;;;bladblazers_en_hakselaars;;;;;;;;;;;;;;schouderriem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;AP1500;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700040/product_image_1/28700040-1.jpg;;;;;;;;;;;;;;;28700088,28700093;;;28700088,28700093;
28700035;alle_producten,be30152010,dl_ego,ego30152010,sdl30152010,tmc30152010;1;Ego geleideblad ag1600 voor cs1600e (164mlea041);24.78;2;06924969110065;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;geleideblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AG1600;;;;;;;;;;;;;;;;;;;;;;;;ag1601;;;;;;;;;;;;;files/28700035/product_image_1/28700035-1.jpg;;;;;;;;;;;;;;;;;;;
28700030;alle_producten,be30152010,dl_ego,ego30152010,sdl30152010,tmc30152010;1;Ego geleideblad ag1400 voor cs1400e (144mlea041);20.65;2;06924969110058;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;geleideblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AG1400;;;;;;;;;;;;;;;;;;;;;;;;ag1401;;;;;;;;;;;;;files/28700030/product_image_1/28700030-1.jpg;;;;;;;;;;;;;;;;;;;
28700083;alle_producten,be15001500,dl_ego,ego15001500,sdl30152025,tmc30152025;1;Ego eind beschermer atp2000 tbv hta2000;6.60;2;06924969111253;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;eind_beschermer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ATP2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700083/product_image_1/28700083-1.jpg;;;;;;;;;;;;;;;;;;;
28700025;alle_producten,be30150525,dl_ego,ego30150525,sdl30150525,tmc30150525;1;EGO Ketting AC1600 = AC1601   voor CS1600E (90PX056E);16.52;2;06924969105580;1;;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;ketting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AC1600;;;;;;;;;;;;;;;;;;;;;;;;ac1601;;;;;;;;;;;;;files/28700025/product_image_1/28700025-1.jpg;;;;;;;;;;;;;;;;;;;
28700020;alle_producten,be30150525,dl_ego,ego30150525,sdl30150525,tmc30150525;1;EGO 90PX ketting AC1400=AC1401Voor CS1400E (90PX052E);14.04;2;06924969105573;1;;0;KILOGRAM;Ego;;;;;;zaagkettingen_en_onderdelen;;;;;;;;;;;;;;ketting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AC1400;;;;;;;;;;;;;;;;;;;;;;;;ac1401;;;;;;;;;;;;;files/28700020/product_image_1/28700020-1.jpg;;;;;;;;;;;;;;;;;;;
28700031;alle_producten,be10085500,dl_ego,ego10085500,sdl10085500,tmc10085500;1;Ego kettingzaag tas bcs1000;57.84;2;02080000354240;1;Voorraad 28700031aktie;0;KILOGRAM;Ego;;;;;;snoeien_en_zagen;;;;;;;;;;;;;;kettingzaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BCS1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;files/28700031/product_image_1/28700031-1.jpg;files/28700031/product_image_2/28700031-2.jpg;;;;;;;;;;;;;;;;;;
20100560;alle_producten,be15001600,be15020005,dl_ego,ego15001600,ego15020005,sdl15020005,tmc15020005;1;Ego heggenschaar htx7500;371.07;2;06924969113820;1;;6.50;KILOGRAM;Ego;;Htx7500;;;;snoeien_en_zagen;;;;;;;;;;;;;;heggenschaar;;;;;;;;;;;;75_cm;;1;;;;;;;;;;;;;;;;;;;;0;;;;;;Professioneel;83;DECIBEL;97;DECIBEL;;;;;;;;;4;KILOGRAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ego;33;MILLIMETER;lasergesneden_diamantgeslepen;0;;borstelloos;;;;3200;;;;;;;;;;;;;;;;;;een_snelheid;33mm;;;;;;;;;;;;;;2_9en3_5;HTX7500;;;;;;;;;;;;;;;;;;;dubbele_werking_dubbelzijdig_snijblad;;accugedreven;;;;;;;;;;;;;;;;files/20100560/product_image_1/20100560-1.jpg;files/20100560/product_image_2/20100560-2.jpg;;;;;;;;;https://youtu.be/YdvpeIRqD1Q;;;;;20100009,20100087,20100106;;;20100009,20100105,20100629;
